University Name,Category,Campuses,Contact Information,Website,Google Map URL,Latitude,Longitude,Image URL,Established Since,Sector,Chartered By,City,Province,Recognized University,Distance Education
"Quaid-e-Awam University of Engineering, Sciences & Technology",General,Larkana; Nawabshah,"Quaid-e-Awam University of Engineering, Science & Technology (QUEST), Nawabshah. +92-244-9370366, +92-244-937 0381",http://www.quest.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3578.798651913855!2d68.38792921455142!3d26.235731095221304!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394a4cd3075ee1f5%3A0xa3643f4b36eec24f!2sQuaid-e-Awam+University+of+Engineering%2C+Sciences+%26+Technology+Nawabshah!5e0!3m2!1sen!2s!4v1468995994418,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/29/1996,Public,Government of Sindh,Nawabshah,Sindh,Yes,No
Quaid-i-Azam University,General,Islamabad,"Quaid-i-Azam University Islamabad, 45320, Pakistan. +92-051-9064 0000",https://www.qau.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3317.67053334762!2d73.1581704145667!3d33.7433346806912!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfc11d3571e5bf%3A0x841a9ed6d869644f!2sQuaid-i-Azam+University!5e0!3m2!1sen!2s!4v1466947277311,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,1/1/1973,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Qurtaba University of Science & Information Technology,General,Dera Ismail Khan; Peshawar,"Sheikh Yousaf Road, D.I Khan. +92-966-714007-8",http://www.qurtuba.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3389.243107601772!2d70.89731791468238!3d31.845599238197504!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39266c25b1775edf%3A0xeb3a3eba1ff09b1!2sQurtaba+University+of+Science+and+Information+Technology!5e0!3m2!1sen!2s!4v1469027311062,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,8/30/2001,Private,Government of Khyber Pakhtunkhwa,Peshawar,Khyber Pakhtunkhwa,Yes,No
"Rashid Latif Khan University, Lahore",General,Mian Campus,"Lahore-Punjab, Pakistan. Tel # +92-49-2451091  Email: info@rlku.edu.pk",https://rlku.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d1705.015797021867!2d74.40316878853723!3d31.275221286023406!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919af62190f0185%3A0xacf2f842b7744c44!2sRashid%20Latif%20Medical%20College!5e0!3m2!1sen!2s!4v1685098520873!5m2!1sen!2s,,,/english/universities/PublishingImages/Rashid%20Latif%20Khan%20University.jpg,11/24/2021,Private,Government of Punjab,Lahore,Punjab,Yes,No
Rawalpindi Medical University,Medical,Mian Campus,"Tipu Rd, Rawalpindi 46000, +92 51 9281011",http://rmur.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3323.13944988413!2d73.06664221482143!3d33.60168608073094!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df94a399921851%3A0x5be66d90ca6b91de!2sRawalpindi+Medical+University!5e0!3m2!1sen!2s!4v1504596716828,,,/english/universities/PublishingImages/Rwp%20Medical%20University.jpeg,5/5/2017,Public,Government of Punjab,Rawalpindi,Punjab,Yes,No
"Rawalpindi Women University, Rawalpindi",General,Mian Campus,"6th Road, Satellite Town, Rawalpindi Punjab Pakistan Tel # +92-51-4426873 Fax # + 92-51-4426873 Email:  info@rwu.edu.pk",https://rwu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3321.511483975461!2d73.06567241474461!3d33.64390648071898!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df9523ab510d05%3A0xca4a5fd0c50d3085!2sRawalpindi%20Women%20University%206th%20Road%20Satellite%20Town%20Rawalpindi!5e0!3m2!1sen!2s!4v1587457538961!5m2!1sen!2s,,,/english/universities/PublishingImages/Rawalpindi%20Women%20University.jpg,8/13/2019,Public,Government of Punjab,Rawalpindi,Punjab,Yes,No
Riphah International University,General,Faisalabad; Islamabad; Lahore,"Hajj Complex Road, Sector I-14, Islamabad +92-51-111-RIPHAH, +92-51-8446000-8 +92-51-5469641-7",https://www.riphah.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3322.568738986546!2d72.96970361456246!3d33.61649248072672!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df968cf40a7279%3A0xc5f472b78a8bcfc4!2sRiphah+International+University!5e0!3m2!1sen!2s!4v1466947595083,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/16/2002,Private,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Saifee Burhani University,General,Mian Campus,"Plot No. ST-3, Allama Rasheed Turabi Road, Block-G, North Nazimabad, Karachi. and  Saifee Hospital, ST # 1, Block F, North Nazimabad, Karachi. Email: saifeeburhaniuniversity@gmail.com",https://www.sbu.edu.pk,"https://www.google.com/maps/place/Saifee+Burhani+University/@24.9310152,67.0478833,17z/data=!3m1!4b1!4m6!3m5!1s0x3eb33f3c379b77a9:0x48afbd92490a1164!8m2!3d24.9310104!4d67.0504582!16s%2Fg%2F11y3kdpr_z?entry=ttu&g_ep=EgoyMDI0MTAwNy4xIKXMDSoASAFQAw%3D%3D",,,/PublishingImages/Banner%20Images/university-banner.png,6/5/2023,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Salim Habib University (Former Barret Hodgson University), Karachi",General,Mian Campus,"The Salim Habib Campus, NC-24, Deh Dih, Korangi Creek, Karachi +92 21 35122931-35",http://www.shu.edu.pk,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14487.527988192798!2d67.1112943!3d24.7994939!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xc0cf0be71ddbed22!2sBarrett+Hodgson+University!5e0!3m2!1sen!2s!4v1502080462253&quot;,,,/english/universities/PublishingImages/Salim%20Habib%20University.jpg,8/25/2015,Private,Government of Sindh,Karachi,Sindh,Yes,No
Sardar Bahadur Khan Women University,General,Quetta,"Bawrery Road, Quetta. +92-81-9213301",http://www.sbkwu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3448.585627456545!2d66.96012611464107!3d30.191828718550934!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ed2e0fa5ca8d339%3A0x2c0987ee35d7385e!2sSardar+Bahadur+Khan+Women+University!5e0!3m2!1sen!2s!4v1468613307793,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/11/2004,Public,Government of Balochistan,Quetta,Balochistan,Yes,No
Sarhad University of Science & Information Technology,General,Abbottabad; Bannu; Dera Ismail Khan; Haripur; Hyderabad; Islamabad; Kohat; Mansehra; Mardan; Swabi; Swat,"Campus Ring Road LANDI AKHUN AHMAD? Peshawar. +92-91-5230941, +92-91-5230931-33",http://www.suit.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3309.194688328799!2d71.52686861473875!3d33.96183512993728!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d9182d8f5ce6b5%3A0xc7ccb333f2b5d3e6!2sSarhad+University+of+Science+%26+Information+Technology!5e0!3m2!1sen!2s!4v1468699212278,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,8/30/2001,Private,Government of Khyber Pakhtunkhwa,Peshawar,Khyber Pakhtunkhwa,Yes,No
Shah Abdul Latif University,General,Khairpur,"Khairpur Mir's, Sindh. +92-243-9280061-62",http://www.salu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d14157.481211986214!2d68.75478022391727!3d27.488856861338245!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3935dba786ac5d51%3A0xb6820eada33e392e!2sShah+Abdul+Latif+University%2C+Khairpur%2C+Pakistan!5e0!3m2!1sen!2s!4v1468996862454,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,12/8/1986,Public,Government of Sindh,Khairpur,Sindh,Yes,No
"Shaheed Allah Buksh Soomro University of Arts, Design and Heritages, Jamshoro",Arts & Design,Mian Campus,"Sonwillhar Hills, Near East Toll Plaza,  Jamshoro, Sindh. Tel # 0092(22) 9213600 Email: registrar@sabsu.edu.pk",https://www.sabsu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3604.376090328516!2d68.25400157457291!3d25.39221862377551!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c7946c864fb3b%3A0xce77b801481f2683!2sShaheed%20Allah%20Buksh%20Soomro%20University%20of%20Art%2C%20Design%2C%20and%20Heritages%20Jamshoro%2C%20Sindh!5e0!3m2!1sen!2s!4v1689866787187!5m2!1sen!2s,,,"/english/universities/PublishingImages/Shaheed%20Allah%20Buksh%20Soomro%20University%20of%20Arts,%20Design%20and%20Heritages,%20Jamshoro.png",7/15/2020,Public,Government of Sindh,Jamshoro,Sindh,Yes,No
Shaheed Benazir Bhutto City University,General,Karachi,"Plot F-201 1st floor & 2nd Floor, Near Site Philips Chowrangi, Labour Square, Site Police Station, Binoria Restaurant, Karachi. +92-21-34242136, +92-21-34242091",http://www.sbbcu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d327306.1053765798!2d66.86535229936392!3d24.991424964965155!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e06651d4bbf%3A0x9cf92f44555a0c23!2sKarachi%2C+Pakistan!5e0!3m2!1sen!2s!4v1468997859488,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/13/2013,Private,Government of Sindh,Karachi,Sindh,Yes,No
Shaheed Benazir Bhutto Dewan University,General,Karachi,"Plot 30-A/1, Sector-23, Korangi Industrial Area, Karachi 74900 +92-21-3511 5008-10, +92-21-35115031, +92-21-35115036-7",http://Under%20construction,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d462805.0880862178!2d66.7845045546518!3d25.011505198514644!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e06651d4bbf%3A0x9cf92f44555a0c23!2sKarachi%2C+Pakistan!5e0!3m2!1sen!2s!4v1468998634685,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/7/2013,Private,Government of Sindh,Karachi,Sindh,Yes,No
Shaheed Benazir Bhutto University,General,Upper Dir,"Sheringal, Upper Dir, Khyber Pakhtunkhwa. +92-944-885527, +92-944 885529",http://www.sbbu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3257.295530564419!2d72.00277421477558!3d35.2737778598179!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dc80f7296c5685%3A0xce2efae652d7fcd1!2sShaheed+Benazir+Bhuto+University!5e0!3m2!1sen!2s!4v1468700417778,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/6/2009,Public,Government of Khyber Pakhtunkhwa,Upper Dir,Khyber Pakhtunkhwa,Yes,No
Shaheed Benazir Bhutto University of Veterinary & Animal Sciences,General,Nawabshah,"Main Nawabshah road, Sakrand, District Shaheed Benazirabad. +92-244-322150",http://www.sbbuvas.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d223.83797242054985!2d68.27471882802303!3d26.150853122150618!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394bac4850b14867%3A0x510ba42e43b5f4bc!2sNawabshah+Rd%2C+Sakrand%2C+Pakistan!5e0!3m2!1sen!2s!4v1468999476088,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,9/13/2012,Public,Government of Sindh,Nawabshah,Sindh,Yes,No
"Shaheed Benazir Bhutto University, Shaheed Benazirabad",General,Nawabshah,"Civil Lines, Nawabshah. +92-244-9370520, +92-244-9370527-28-29",http://http://www.sbbusba.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3578.4324121305044!2d68.39657691455167!3d26.247625894723537!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394a4cc5e74ea88d%3A0x4b47132568d06f7!2sShaheed+Benazir+Bhutto+University!5e0!3m2!1sen!2s!4v1468999004980,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,11/12/2010,Public,Government of Sindh,Nawabshah,Sindh,Yes,No
Shaheed Benazir Bhutto Women University,General,Peshawar,"Opposite Fort Balahisar near LRH, Peshawar. +92-91-9212422, +92-91-922 4777",http://www.sbbwu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3305.5280063399614!2d71.56501381474135!3d34.05597662498174!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d91603774ee399%3A0xc26a04d64ff68cd9!2sShaheed+Benazir+Bhutto+Women+University!5e0!3m2!1sen!2s!4v1468702767665,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,2/1/2005,Public,Government of Pakistan,Peshawar,Khyber Pakhtunkhwa,Yes,No
Shaheed Mohtarma Benazir Bhutto Medical University,General,Larkana,"Chandka Medical College, SMBBU, Larkana, Sindh. +92-74-9410908",http://www.smbbmu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3542.2562126538!2d68.16331021457633!3d27.39893514558558!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3935a70cc6300fff%3A0xe491aef31408d7c9!2sSMBBMU!5e0!3m2!1sen!2s!4v1469004237667,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/18/2008,Public,Government of Sindh,Larkana,Sindh,Yes,No
"Shaheed Zulfikar Ali Bhutto Institute of Science & Technology  University, Karachi",General,Mian Campus; Hyderabad; Islamabad; Larkana,"90 & 100 Clifton, Karachi 75600. +92-21-35830447Ext: 138,  +92-21-111-922-478 Email: info@szabist.edu.pk",https://szabist.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3621.3150643768713!2d67.02961431452263!3d24.818896853035525!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33dbafc53b46b%3A0xbe0305d9d435e0a5!2sShaheed+Zulfikar+Ali+Bhutto+Institute+of+Science+and+Technology+-+Karachi+Campus!5e0!3m2!1sen!2s!4v1469004697464,,,/english/universities/PublishingImages/SZABIST%20University%20karachi.png,10/25/1995,Private,Government of Sindh,Karachi,Sindh,Yes,No
Shaheed Zulfiqar Ali Bhutto Medical University,Medical,Islamabad,"Shaheed Zulfiqar Ali Bhutto Medical University (SZABMU), PIMS, G-8/3, Islamabad, 44000 +92-51-9107687",http://www.szabmu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3319.2678933700267!2d73.0516210145653!3d33.70201628070264!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfbfb826dae131%3A0xba5e1cbcad4376fe!2sPakistan+Institutes+of+Medical+Sciences!5e0!3m2!1sen!2s!4v1466947853444,,,/english/universities/PublishingImages/SZABMU%20Islamabad.jpg,3/21/2013,Public,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Shaheed Zulfiqar Ali Bhutto University of Law,General,Karachi,"Chaudry Khaliq-uz-Zaman Road, Near Lilly Bridge, Clifton, Karachi. +92-21-99206452-53",http://www.szabul.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d462805.0880862178!2d66.7845045546518!3d25.011505198514644!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e06651d4bbf%3A0x9cf92f44555a0c23!2sKarachi%2C+Pakistan!5e0!3m2!1sen!2s!4v1469005330797,,,/english/universities/PublishingImages/SZABUL%20Karachi.jpeg,3/1/2013,Public,Government of Sindh,Karachi,Sindh,Yes,No
Shifa Tameer-e-Millat University,General,Islamabad,"Shifa Tameer-e-Millat University Pitras Bukhari Road, H-8/4 Islamabad 44000 Pakistan +92-51-8464214, +92-51-8464215 +92-51-4863264",http://www.stmu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3320.2052416880824!2d73.06369821456452!3d33.67774938070937!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df955e4dfcd591%3A0xf4dcfec8c423cf53!2sShifa+Tameer-e-Millat+University!5e0!3m2!1sen!2s!4v1466948101356,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,3/6/2012,Private,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
"Shuhada-e-Army Public School University of Technology, Nowshera",Engineering & Technology,Nowshehra,"Ex-Adamjee Paper and Board Mills, Amangarh, Nowshera. 24100 Phone: 0923-560301",http://uotnowshera.edu.pk/,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d13229.778256190599!2d71.933318!3d34.0067979!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xf2e4ef506958552!2sUniversity+Of+Technology+Nowshera!5e0!3m2!1sen!2s!4v1482986640326,,,/english/universities/PublishingImages/Placeholder-Image-Content.png,5/14/2015,Public,Government of Khyber Pakhtunkhwa,Nowshehra,Khyber Pakhtunkhwa,Yes,No
"Sindh Agriculture University, Tandojam",General,Hyderabad,"Mirpurkhas-Hyderabad Dual Carriageway, TandoJam, Pakistan. +92-22-2765869, +92-22-2766523",http://www.sau.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3603.3521063602057!2d68.5411576145347!3d25.426489228600442!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c0c9175a8d631%3A0xb54bd399a54e2c44!2sSindh+Agriculture+University!5e0!3m2!1sen!2s!4v1469006298618,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,5/30/1977,Public,Government of Sindh,Hyderabad,Sindh,Yes,No
Sindh Institute of Management & Technology,General,Mian Campus,"ST-25 , Block 14, Gulistan-e-Johar, Karachi. +92-21-34184407, +92-21-34184407, +92-21-34184409 +92-21-34184409-10",http://www.simat.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.1814287382945!2d67.1751489145241!3d24.891792350132476!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb339e89f0a598b%3A0x90d87cc8d9c5ccbb!2sSindh+Institute+Of+Management+%26+Technology+Malir+Campus!5e0!3m2!1sen!2s!4v1469006570670,,,/english/universities/PublishingImages/SIMAT%20Karachi.jpeg,3/18/2015,Private,Government of Sindh,Karachi,Sindh,Yes,No
Sindh Institute of Medical Sciences,General,Mian Campus,"Civil Hospital Karachi 74200. +92-21-32730351, +92-21-32730387",http://www.siut.org,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.0937531830823!2d67.01029521452354!3d24.86064735137365!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e105ea15407%3A0x9bc3a1fc504af815!2sSindh+Institute+of+Medical+Sciences!5e0!3m2!1sen!2s!4v1469007272226,,,/english/universities/PublishingImages/SUIT%20Karachi.png,6/29/2009,Private,Government of Sindh,Karachi,Sindh,Yes,No
Sindh Madresatul Islam University,General,Karachi,"Aiwan-e-Tijarat Road, Karachi +92-21-99211274, +92-21-99211275",http://www.smiu.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.3815057338893!2d67.00179071452321!3d24.85081645176525!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e03e02fabc1%3A0x96c129db3ee25a57!2sSindh+Madressa-tul-Islam+University!5e0!3m2!1sen!2s!4v1469007482851,,,/Style%20Library/HEC/images/JPA_1458.jpg,12/22/2011,Public,Government of Sindh,Karachi,Sindh,Yes,No
"Sir Syed (CASE) Institute of Technology, Islamabad",General,Mian Campus,"Sir Syed (CASE) Institute of Technology Block A, Multi Garden, Sector B-17, Islamabad, Pakistan. Tel # +92-51-5203473 Email: registrar@case.edu.pk",https://case.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3319.5951130384205!2d72.8218066146727!3d33.69354668070506!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfa3966d33e4c1%3A0xe10f4a10178e8ee0!2sSSCIT!5e0!3m2!1sen!2s!4v1558329155273!5m2!1sen!2s,,,/english/universities/PublishingImages/Sir%20Syed%20Case%20Institute.jpg,5/24/2018,Private,Government of Pakistan,Islamabad,Islamabad Capital Territory,Yes,No
Sir Syed University of Engineering & Technology,General,Karachi,"University Road, Karachi-75300. +92-21-34988777, +92-21-34988000, +92-21-234988000 +92-21-534980072",http://www.ssuet.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.4799600715573!2d67.09062781452458!3d24.915714349177975!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f32a0f2c3f3%3A0x4fc0a6fd386117f0!2sSir+Syed+University+of+Engineering+and+Technology!5e0!3m2!1sen!2s!4v1468923310218,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,10/25/1995,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Sohail University, Karachi",General,Mian Campus,"Sohail University, 22-23 Shaheed-e-Millat Road, Karachi-Sindh Pakistan Tel # +92-21-34931886-9 Email: baqarnawab@hotmail.com",http://www.sohailuniversity.edu.pk,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11892.678581556852!2d-71.402593!3d41.824645!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f1adededbd3%3A0xbfc697cb382d3a59!2sSohail%20University!5e0!3m2!1sen!2s!4v1567078204762!5m2!1sen!2s,,,"/english/universities/PublishingImages/Sindh/Sohail%20University,%20Karachi.png",5/9/2018,Private,Government of Sindh,Karachi,Sindh,Yes,No
Sukkur Institute of Business Administration,General,Sukkur,"Main Campus, Airport Road, Sukkur +92-71-5804420",http://www.iba-suk.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3531.7096702411645!2d68.81723281458355!3d27.726249031268928!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3935d4af0e0f6721%3A0x6a57455ae708c7b!2sSukkur+Institute+of+Business+Administration!5e0!3m2!1sen!2s!4v1468922882070,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,4/24/2006,Public,Government of Sindh,Sukkur,Sindh,Yes,No
Textile Institute of Pakistan,General,Karachi,"Main Campus: EZ/I/P-8, Eastern Zone, Bin Qasim, Karachi. +92-21-38109641-7, +92-21-38109659",http://www.tip.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.7602870326687!2d67.43083801452305!3d24.837870052280614!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394ccd9ca2a5ab03%3A0xac17408159abac53!2sTextile+Institute+of+Pakistan!5e0!3m2!1sen!2s!4v1468922571568,,,/Style%20Library/HEC/images/Placeholder-Image-Content.png,4/21/2001,Private,Government of Sindh,Karachi,Sindh,Yes,No
"Thal University, Bhakkar",General,Mian Campus,"University Road, Bhakkar-Punjab Tel # 0092-453-9200070 Email: info@tu.edu.pk",https://tu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3397.6278474223886!2d71.08622817481793!3d31.616655742380086!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3925d673afec5a7b%3A0x7fd011dcef7ef5c!2sThal%20University%20Bhakkar!5e0!3m2!1sen!2s!4v1684128395097!5m2!1sen!2s,,,/english/universities/PublishingImages/Thal%20University%20Bhakkar.png,2/9/2022,Public,Government of Punjab,Bhakkar,Punjab,Yes,No
The Azad Jammu & Kashmir University of Bhimber,General,Mian Campus,"University of Bhimber,  Bhimber, Azad State of Jammu & Kashmir. Tel # 058289-20235, 058289-60015 Email: registrar@ajkuob.edu.pk",https://ajkuob.edu.pk/,https://www.google.com/maps/embed?pb=!1m17!1m12!1m3!1d3347.7744074185744!2d74.04083367567019!3d32.95696497358903!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m2!1m1!2zMzLCsDU3JzI1LjEiTiA3NMKwMDInMzYuMyJF!5e0!3m2!1sen!2s!4v1724836343153!5m2!1sen!2s,,,/english/universities/PublishingImages/University%20of%20Bhimber.jpg,12/15/2023,Public,Government of AJK,Bhimber,Azad Jammu & Kashmir,Yes,No
"The Bolan University of Medical and Health Sciences, Quetta",Medical,Quetta,"The Bolan University of Medical & Health Sciences.  Brewery Road  (87300), Quetta Balochistan, Pakistan Tel # +92-81-9213070 Email: registrar@bumhs.edu.pk",http://www.bumhs.edu.pk,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3448.5729083254528!2d66.97408751459726!3d30.192191918533798!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ed2e08d413d3b89%3A0x89dc45df1226d224!2sBolan+University+of+Medical+and+Health+Sciences!5e0!3m2!1sen!2s!4v1557122377955!5m2!1sen!2s,,,/english/universities/PublishingImages/Bolan%20University%20Quetta.png,12/11/2017,Public,Government of Balochistan,Quetta,Balochistan,Yes,No
"The Grand Asian University, Sialkot",General,Mian Campus,"7 KM, Pasrur Road, Sialkot Punjab Pakistan. Tel # 0092-52-3310617-18-19-20 Email: info@gaus.edu.pk",https://gaus.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3367.3260056456547!2d74.57614291449234!3d32.43720758107585!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391ec1df62e2ffc5%3A0xf3fb519d03e8d30e!2sGRAND%20ASIAN%20UNIVERSITY%20SIALKOT!5e0!3m2!1sen!2s!4v1653032494182!5m2!1sen!2s,,,"/english/universities/PublishingImages/Grand%20Asian%20University,%20Sialkot.jpg",12/24/2021,Private,Government of Punjab,Sialkot,Punjab,Yes,No
"The Green International University, Lahore",General,Mian Campus,"Bhubtain chowk, Bhobtian Lahore, Punjab Pakistan Tel # +92-042-35459807 Email: info@giu.edu.pk",https://www.giu.edu.pk/,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3405.484615222848!2d74.22733871462783!3d31.40077156018089!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190177223ce9e9%3A0xd980b21e154410ba!2sGreen%20International%20University%20Lahore!5e0!3m2!1sen!2s!4v1610351992335!5m2!1sen!2s,,,/english/universities/PublishingImages/Green%20International%20University.png,6/4/2020,Private,Government of Punjab,Lahore,Punjab,Yes,No
